Datetime,Open,High,Low,Close,Volume
2026-01-06 09:30:00-05:00,190.5,190.58999633789062,189.6699981689453,190.27000427246094,8206610
2026-01-06 09:35:00-05:00,190.27000427246094,190.8800048828125,189.76010131835938,190.44000244140625,2978442
2026-01-06 09:40:00-05:00,190.44369506835938,190.5500030517578,188.97999572753906,189.6938018798828,2324670
2026-01-06 09:45:00-05:00,190.3300018310547,191.4499969482422,190.3300018310547,191.23500061035156,4025563
2026-01-06 09:50:00-05:00,191.27499389648438,191.99000549316406,191.19000244140625,191.5850067138672,3035868
2026-01-06 09:55:00-05:00,191.58999633789062,192.1739959716797,191.41070556640625,191.90420532226562,2639962
2026-01-06 10:00:00-05:00,191.89999389648438,192.08999633789062,191.10000610351562,191.110107421875,2457718
2026-01-06 10:05:00-05:00,191.10879516601562,191.35000610351562,190.72500610351562,190.9300994873047,1950394
2026-01-06 10:10:00-05:00,190.93890380859375,191.69500732421875,190.66000366210938,191.44000244140625,2184975
2026-01-06 10:15:00-05:00,191.44000244140625,191.9550018310547,191.41000366210938,191.75,1763465
2026-01-06 10:20:00-05:00,191.73500061035156,191.8300018310547,191.02999877929688,191.375,1666033
2026-01-06 10:25:00-05:00,191.36000061035156,191.76499938964844,191.22000122070312,191.39999389648438,1458981
2026-01-06 10:30:00-05:00,191.3896026611328,191.52499389648438,190.77999877929688,190.85000610351562,1592811
2026-01-06 10:35:00-05:00,190.86000061035156,191.0301055908203,190.27000427246094,190.52499389648438,1593880
2026-01-06 10:40:00-05:00,190.35000610351562,190.39999389648438,190.2100067138672,190.26499938964844,1693849
2026-01-06 10:45:00-05:00,190.14990234375,190.1999969482422,189.77000427246094,189.9199981689453,1809697
2026-01-06 10:50:00-05:00,189.9199981689453,189.97999572753906,189.27999877929688,189.375,1499253
2026-01-06 10:55:00-05:00,189.3529052734375,189.41990661621094,189.11000061035156,189.1199951171875,2072220
2026-01-06 11:00:00-05:00,189.11000061035156,189.11000061035156,188.22000122070312,188.23989868164062,1763006
2026-01-06 11:05:00-05:00,188.22500610351562,188.52999877929688,187.8699951171875,188.4949951171875,3043244
2026-01-06 11:10:00-05:00,188.4832000732422,188.52999877929688,188.0749969482422,188.1501007080078,1869878
2026-01-06 11:15:00-05:00,188.38999938964844,188.61000061035156,188.1999969482422,188.25,1111183
2026-01-06 11:20:00-05:00,188.5699005126953,188.91000366210938,188.55999755859375,188.85000610351562,1726956
2026-01-06 11:25:00-05:00,188.60459899902344,188.69000244140625,188.57000732421875,188.58999633789062,1658092
2026-01-06 11:30:00-05:00,188.58999633789062,190.02999877929688,188.39500427246094,189.27000427246094,3091880
2026-01-06 11:35:00-05:00,189.38999938964844,189.38999938964844,188.78500366210938,189.25,2672161
2026-01-06 11:40:00-05:00,189.25729370117188,189.3300018310547,189.25210571289062,189.3125,15990
2026-01-06 11:50:00-05:00,189.40499877929688,189.49000549316406,189.32350158691406,189.38999938964844,3198630
2026-01-06 11:55:00-05:00,189.3845977783203,189.44000244140625,189.22999572753906,189.41000366210938,688680
2026-01-06 12:00:00-05:00,189.32000732421875,189.41000366210938,188.52999877929688,188.7899932861328,1684836
2026-01-06 12:05:00-05:00,188.7899932861328,189.0399932861328,188.77999877929688,188.91000366210938,896799
2026-01-06 12:10:00-05:00,188.89999389648438,189.00999450683594,188.79640197753906,188.9709014892578,671227
2026-01-06 12:15:00-05:00,188.6699981689453,188.6750030517578,188.5500030517578,188.61990356445312,1096389
2026-01-06 12:20:00-05:00,188.860107421875,189.22999572753906,188.81500244140625,189.0,1417303
2026-01-06 12:25:00-05:00,189.0030059814453,189.37649536132812,188.97000122070312,189.03990173339844,970235
2026-01-06 12:30:00-05:00,189.0399932861328,189.52999877929688,189.02999877929688,189.49000549316406,1152908
2026-01-06 12:35:00-05:00,189.49000549316406,189.6999969482422,189.30999755859375,189.4550018310547,1021407
